,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
19472,29,80000,MORTGAGE,14.0,HOMEIMPROVEMENT,D,5000,15.21,0,0.06,N,6
19473,23,47496,RENT,7.0,DEBTCONSOLIDATION,B,3500,12.69,0,0.07,N,3
19474,26,65000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,6.99,0,0.12,N,3
19475,52,65004,RENT,4.0,PERSONAL,D,20000,15.58,1,0.31,Y,19
19476,27,55000,MORTGAGE,2.0,MEDICAL,B,9600,9.62,0,0.17,N,9
19477,26,43000,MORTGAGE,6.0,MEDICAL,B,15000,11.99,0,0.35,N,2
19478,34,72000,MORTGAGE,11.0,VENTURE,B,5800,10.99,0,0.08,N,9
19479,22,21000,RENT,7.0,DEBTCONSOLIDATION,D,8000,16.77,1,0.38,Y,4
19480,22,46000,RENT,2.0,DEBTCONSOLIDATION,D,20000,16.0,1,0.43,Y,4
19481,42,38400,RENT,4.0,MEDICAL,B,13000,10.99,1,0.34,N,17
19482,32,14400,RENT,7.0,PERSONAL,C,3000,13.98,1,0.21,Y,8
19483,27,99000,MORTGAGE,5.0,PERSONAL,A,5000,6.92,0,0.05,N,8
19484,28,24000,MORTGAGE,2.0,PERSONAL,A,1500,7.14,0,0.06,N,6
19485,25,55000,RENT,2.0,EDUCATION,C,18000,12.84,1,0.33,N,2
19486,27,30000,OWN,4.0,VENTURE,B,5000,10.99,0,0.17,N,5
19487,28,70000,MORTGAGE,0.0,EDUCATION,A,5000,7.43,0,0.07,N,5
19488,28,21000,RENT,0.0,PERSONAL,D,4200,15.21,1,0.2,Y,10
19489,31,90000,RENT,12.0,EDUCATION,B,18000,12.42,0,0.2,N,8
19490,30,78411,OTHER,15.0,VENTURE,B,15850,11.14,0,0.2,N,5
19491,42,36000,RENT,0.0,MEDICAL,C,11000,11.97,1,0.31,Y,16
19492,23,38400,RENT,5.0,EDUCATION,B,13000,11.71,1,0.34,N,3
19493,22,37000,RENT,6.0,PERSONAL,A,14000,6.92,1,0.38,N,2
19494,29,120000,OWN,4.0,VENTURE,A,7000,8.49,0,0.06,N,7
19495,22,33000,RENT,6.0,EDUCATION,B,9000,11.99,0,0.27,N,4
19496,23,75000,MORTGAGE,7.0,PERSONAL,B,4950,10.99,0,0.07,N,3
19497,23,78000,MORTGAGE,1.0,VENTURE,C,8000,12.87,1,0.1,N,2
19498,29,60000,RENT,5.0,MEDICAL,A,10000,7.88,0,0.17,N,8
19499,28,95000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,18000,7.88,0,0.19,N,10
19500,30,14400,OWN,2.0,VENTURE,B,1000,10.62,0,0.07,N,10
19501,35,110000,MORTGAGE,7.0,VENTURE,B,6000,10.99,0,0.05,N,6
19502,24,46000,RENT,0.0,EDUCATION,D,5975,14.46,1,0.13,Y,2
19503,27,50000,MORTGAGE,7.0,MEDICAL,A,9500,8.9,0,0.19,N,8
19504,24,36000,RENT,3.0,EDUCATION,A,10000,5.99,0,0.28,N,3
19505,25,55000,RENT,9.0,EDUCATION,B,9000,10.99,0,0.16,N,4
19506,22,60000,MORTGAGE,6.0,PERSONAL,C,12000,13.99,0,0.2,Y,3
19507,26,75000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,12500,5.99,0,0.17,N,2
19508,32,28000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,7500,10.99,0,0.27,N,6
19509,29,36100,MORTGAGE,2.0,PERSONAL,C,14000,14.27,0,0.39,N,10
19510,30,49000,RENT,2.0,PERSONAL,D,5000,15.31,1,0.1,N,7
19511,31,34000,MORTGAGE,3.0,EDUCATION,A,13500,7.66,0,0.4,N,10
19512,23,69000,RENT,1.0,EDUCATION,D,9000,14.09,1,0.13,Y,3
19513,24,36000,RENT,5.0,MEDICAL,D,6000,14.96,0,0.17,N,2
19514,37,45000,RENT,1.0,EDUCATION,B,8000,10.74,0,0.18,N,17
19515,34,45000,RENT,17.0,VENTURE,A,12000,6.03,0,0.27,N,9
19516,31,37584,RENT,0.0,EDUCATION,B,3900,10.99,0,0.1,N,8
19517,22,75600,MORTGAGE,3.0,EDUCATION,A,10000,10.99,0,0.13,N,4
19518,22,48000,MORTGAGE,6.0,MEDICAL,A,5000,7.88,0,0.1,N,2
19519,26,68000,MORTGAGE,10.0,EDUCATION,A,6500,10.99,0,0.1,N,2
19520,27,32000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,14000,11.89,0,0.44,N,7
19521,22,53000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,4000,10.39,0,0.08,N,2
19522,57,77385,RENT,4.0,VENTURE,A,6625,7.66,0,0.09,N,29
19523,25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3
19524,37,78000,MORTGAGE,9.0,DEBTCONSOLIDATION,E,20000,16.35,1,0.26,N,14
19525,24,79000,RENT,8.0,HOMEIMPROVEMENT,A,21000,7.9,0,0.27,N,2
19526,30,15000,RENT,6.0,EDUCATION,B,2700,12.69,1,0.18,N,5
19527,30,200000,MORTGAGE,14.0,DEBTCONSOLIDATION,C,21600,13.11,0,0.11,N,8
19528,34,285000,RENT,5.0,EDUCATION,B,21000,11.71,0,0.07,N,10
19529,34,147000,RENT,1.0,EDUCATION,A,15000,8.94,0,0.1,N,5
19530,24,65000,RENT,6.0,HOMEIMPROVEMENT,B,32500,9.99,1,0.5,N,3
19531,22,32968,OWN,6.0,EDUCATION,A,16500,8.9,0,0.5,N,4
19532,23,49000,MORTGAGE,7.0,MEDICAL,A,2400,7.66,0,0.05,N,3
19533,38,60000,RENT,0.0,HOMEIMPROVEMENT,C,6000,13.57,0,0.1,Y,15
19534,23,130992,MORTGAGE,6.0,EDUCATION,A,6000,7.51,0,0.05,N,3
19535,37,54000,MORTGAGE,21.0,DEBTCONSOLIDATION,D,25000,15.57,1,0.46,Y,16
19536,23,22884,RENT,8.0,EDUCATION,B,6000,11.49,0,0.26,N,3
19537,23,24000,RENT,3.0,EDUCATION,A,5250,7.66,1,0.22,N,3
19538,23,110000,RENT,2.0,VENTURE,B,20000,10.99,0,0.18,N,2
19539,23,65000,RENT,3.0,PERSONAL,B,14000,10.65,0,0.22,N,4
19540,35,62000,MORTGAGE,15.0,DEBTCONSOLIDATION,D,10000,15.33,1,0.16,N,10
19541,25,34500,RENT,1.0,VENTURE,E,18250,17.04,1,0.53,N,3
19542,23,96000,RENT,7.0,EDUCATION,A,7300,8.49,0,0.08,N,4
19543,26,32450,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3250,6.99,0,0.1,N,2
19544,23,140000,MORTGAGE,7.0,PERSONAL,C,6000,13.49,0,0.04,Y,3
19545,31,46500,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6250,5.79,0,0.13,N,10
19546,21,8088,RENT,4.0,MEDICAL,C,1200,15.23,0,0.15,Y,2
19547,27,34000,RENT,4.0,MEDICAL,G,14000,19.82,1,0.41,N,10
19548,26,33996,RENT,2.0,MEDICAL,B,10800,11.12,1,0.32,N,3
19549,23,32640,RENT,5.0,VENTURE,B,4800,11.99,0,0.15,N,2
19550,21,21600,RENT,0.0,DEBTCONSOLIDATION,B,2000,11.71,1,0.09,N,2
19551,29,82600,MORTGAGE,6.0,VENTURE,B,19450,9.91,0,0.24,N,10
19552,22,40000,MORTGAGE,1.0,EDUCATION,A,4800,5.42,0,0.12,N,2
19553,38,29000,RENT,2.0,DEBTCONSOLIDATION,D,10000,10.99,1,0.34,N,16
19554,27,38000,OWN,11.0,HOMEIMPROVEMENT,A,4000,7.68,0,0.11,N,9
19555,25,43200,MORTGAGE,6.0,EDUCATION,C,3600,14.79,0,0.08,Y,2
19556,27,98000,MORTGAGE,5.0,VENTURE,B,15000,11.36,0,0.15,N,7
19557,26,78513,RENT,1.0,MEDICAL,A,10000,8.94,0,0.13,N,4
19558,21,21000,RENT,2.0,EDUCATION,C,6250,13.85,0,0.3,N,3
19559,25,44000,MORTGAGE,4.0,MEDICAL,D,5550,14.11,1,0.13,Y,4
19560,26,28000,RENT,8.0,EDUCATION,D,6625,12.92,0,0.24,N,2
19561,30,25000,RENT,2.0,HOMEIMPROVEMENT,B,5000,9.91,1,0.2,N,7
19562,35,84000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,20000,11.54,1,0.24,Y,6
19563,28,105000,RENT,5.0,DEBTCONSOLIDATION,C,5500,15.23,0,0.05,N,7
19564,23,72000,MORTGAGE,7.0,VENTURE,B,4200,12.42,0,0.06,N,3
19565,22,70000,MORTGAGE,6.0,MEDICAL,A,6000,6.03,0,0.09,N,2
19566,22,50000,RENT,6.0,PERSONAL,B,3000,10.99,0,0.06,N,3
19567,22,24240,RENT,3.0,VENTURE,B,3500,9.99,0,0.14,N,3
19568,27,64000,RENT,0.0,MEDICAL,C,12000,13.49,0,0.19,Y,5
19569,24,21640,RENT,4.0,VENTURE,A,6000,6.62,0,0.28,N,4
19570,23,75000,RENT,0.0,PERSONAL,C,15000,13.57,1,0.2,Y,3
19571,29,120000,MORTGAGE,1.0,VENTURE,B,23000,11.49,0,0.19,N,5
19572,28,25200,RENT,5.0,PERSONAL,D,11500,14.46,1,0.46,Y,6
19573,22,54000,RENT,2.0,MEDICAL,A,3000,10.99,0,0.06,N,4
19574,43,25000,MORTGAGE,10.0,EDUCATION,B,10000,9.62,0,0.4,N,17
19575,30,103000,MORTGAGE,14.0,PERSONAL,A,6400,7.49,0,0.06,N,9
19576,23,47000,RENT,7.0,DEBTCONSOLIDATION,D,12000,16.29,1,0.26,Y,3
19577,37,50000,RENT,0.0,VENTURE,B,5000,11.89,0,0.1,N,12
19578,29,18000,RENT,4.0,VENTURE,B,6400,10.37,1,0.36,N,5
19579,48,140000,MORTGAGE,4.0,EDUCATION,B,18000,9.99,0,0.13,N,11
19580,24,40000,RENT,1.0,PERSONAL,B,3000,10.74,0,0.07,N,3
19581,24,38400,MORTGAGE,8.0,HOMEIMPROVEMENT,B,10000,10.99,0,0.26,N,2
19582,23,90000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,1500,12.84,0,0.02,N,2
19583,24,44000,OWN,8.0,PERSONAL,D,9000,15.31,0,0.2,Y,2
19584,23,69000,MORTGAGE,7.0,VENTURE,B,15000,11.58,0,0.22,N,3
19585,56,19200,RENT,0.0,VENTURE,B,6025,11.71,1,0.31,N,19
19586,28,22884,RENT,4.0,DEBTCONSOLIDATION,B,4800,10.38,0,0.21,N,7
19587,29,102000,OWN,10.0,MEDICAL,B,18000,9.33,0,0.18,N,7
19588,30,65000,RENT,5.0,HOMEIMPROVEMENT,B,20000,11.99,1,0.31,N,8
19589,26,40000,RENT,3.0,PERSONAL,B,13250,11.71,1,0.33,N,2
19590,29,31400,RENT,3.0,MEDICAL,B,10400,10.71,1,0.33,N,7
19591,34,120000,RENT,0.0,DEBTCONSOLIDATION,A,2200,7.51,0,0.02,N,5
19592,23,88500,MORTGAGE,3.0,EDUCATION,A,12000,7.51,0,0.14,N,4
19593,28,38500,RENT,2.0,PERSONAL,B,12000,10.75,1,0.31,N,5
19594,39,40000,RENT,1.0,MEDICAL,A,3300,10.99,0,0.08,N,13
19595,29,42108,OWN,0.0,EDUCATION,A,2500,8.0,0,0.06,N,5
19596,32,82000,MORTGAGE,13.0,PERSONAL,B,10000,10.36,0,0.12,N,6
19597,27,23000,RENT,4.0,MEDICAL,A,6000,8.9,0,0.26,N,6
19598,26,48000,RENT,2.0,EDUCATION,B,25000,9.64,1,0.52,N,4
19599,25,54000,RENT,9.0,EDUCATION,A,5400,7.88,0,0.1,N,3
19600,21,23004,RENT,5.0,VENTURE,B,1350,9.99,0,0.06,N,2
19601,24,60000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,1500,12.42,0,0.03,N,2
19602,28,32400,RENT,3.0,MEDICAL,D,4900,14.12,1,0.15,N,7
19603,23,35500,RENT,2.0,HOMEIMPROVEMENT,D,9000,15.99,1,0.25,Y,2
19604,28,60000,OWN,5.0,MEDICAL,B,20000,10.99,0,0.33,N,5
19605,32,40000,OWN,2.0,VENTURE,C,7000,12.68,0,0.17,N,5
19606,24,28000,RENT,9.0,DEBTCONSOLIDATION,C,8000,12.84,0,0.29,N,4
19607,26,30200,OWN,3.0,VENTURE,B,9200,10.99,0,0.3,N,2
19608,23,68686,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,10.99,0,0.09,N,2
19609,26,65000,MORTGAGE,3.0,VENTURE,A,10000,7.29,0,0.15,N,3
19610,22,160000,RENT,6.0,PERSONAL,A,20000,7.49,0,0.13,N,4
19611,26,30000,MORTGAGE,0.0,EDUCATION,A,4000,7.14,0,0.13,N,3
19612,22,87000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,1750,7.49,0,0.02,N,4
19613,29,35000,RENT,1.0,MEDICAL,A,5000,10.99,0,0.14,N,9
19614,22,62250,RENT,3.0,PERSONAL,E,24000,16.45,1,0.39,Y,4
19615,22,60000,RENT,2.0,EDUCATION,B,12000,10.99,0,0.2,N,2
19616,27,27000,OWN,1.0,VENTURE,A,6000,8.0,0,0.22,N,6
19617,31,72000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,9800,6.62,0,0.14,N,8
19618,25,100000,MORTGAGE,6.0,VENTURE,B,12000,9.91,0,0.12,N,4
19619,26,88000,RENT,0.0,VENTURE,E,16000,17.88,1,0.18,Y,4
19620,32,118000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,8875,14.84,1,0.08,N,5
19621,23,35500,RENT,5.0,EDUCATION,B,3500,10.99,0,0.1,N,3
19622,26,15000,RENT,2.0,MEDICAL,B,7100,9.99,1,0.47,N,4
19623,27,86000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,20000,13.43,1,0.23,N,5
19624,30,65000,RENT,0.0,MEDICAL,C,16000,13.06,0,0.25,N,8
19625,62,51600,RENT,2.0,PERSONAL,A,8525,6.54,0,0.17,N,24
19626,23,83000,MORTGAGE,5.0,EDUCATION,B,20000,11.83,1,0.24,N,4
19627,30,97192,MORTGAGE,3.0,PERSONAL,A,6500,7.29,0,0.07,N,10
19628,22,45000,MORTGAGE,1.0,EDUCATION,A,7375,9.32,0,0.16,N,4
19629,33,110000,MORTGAGE,2.0,MEDICAL,A,5000,7.51,0,0.05,N,7
19630,38,81000,RENT,0.0,HOMEIMPROVEMENT,A,24000,8.49,0,0.3,N,13
19631,23,61000,MORTGAGE,4.0,PERSONAL,A,10000,6.99,0,0.16,N,2
19632,22,27996,RENT,1.0,VENTURE,E,5000,17.51,1,0.18,N,4
19633,22,52000,MORTGAGE,6.0,EDUCATION,C,9750,13.06,0,0.19,N,3
19634,24,25000,RENT,3.0,MEDICAL,B,3000,10.95,0,0.12,N,2
19635,31,102000,MORTGAGE,5.0,EDUCATION,A,4000,7.88,0,0.04,N,10
19636,23,130208,MORTGAGE,7.0,DEBTCONSOLIDATION,C,20000,12.73,0,0.15,Y,4
19637,27,35000,RENT,4.0,EDUCATION,B,12800,10.0,1,0.37,N,7
19638,40,45760,RENT,8.0,MEDICAL,B,13650,10.25,0,0.3,N,13
19639,24,65200,MORTGAGE,5.0,MEDICAL,B,3000,11.26,0,0.05,N,3
19640,22,85000,MORTGAGE,2.0,VENTURE,A,6000,7.88,0,0.07,N,2
19641,25,25200,RENT,0.0,DEBTCONSOLIDATION,B,6000,9.76,0,0.24,N,3
19642,31,39000,RENT,5.0,MEDICAL,C,6600,13.79,0,0.17,Y,9
19643,28,51200,RENT,0.0,EDUCATION,B,5000,11.14,0,0.1,N,10
19644,28,56000,RENT,5.0,DEBTCONSOLIDATION,E,4800,16.45,1,0.09,N,7
19645,31,128000,RENT,2.0,VENTURE,D,30000,16.29,1,0.23,N,10
19646,26,12000,OWN,0.0,DEBTCONSOLIDATION,A,2700,10.99,1,0.23,N,4
19647,22,82000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,10000,12.87,0,0.12,Y,2
19648,31,65000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,20000,11.71,0,0.31,N,9
19649,25,100000,OWN,4.0,MEDICAL,C,15000,11.28,0,0.15,N,4
19650,25,78500,RENT,2.0,MEDICAL,B,12000,10.99,0,0.15,N,2
19651,23,85000,RENT,7.0,PERSONAL,B,15000,10.99,0,0.18,N,3
19652,36,60000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,13000,14.11,1,0.22,Y,14
19653,22,25200,RENT,1.0,EDUCATION,B,4000,10.99,0,0.16,N,3
19654,28,68000,MORTGAGE,12.0,PERSONAL,C,15000,10.99,0,0.22,N,8
19655,22,79200,MORTGAGE,6.0,VENTURE,B,4750,10.25,0,0.06,N,3
19656,37,50000,RENT,1.0,DEBTCONSOLIDATION,C,15000,13.22,0,0.3,Y,15
19657,34,35000,MORTGAGE,12.0,HOMEIMPROVEMENT,C,5000,13.35,0,0.14,N,9
19658,39,35000,RENT,8.0,MEDICAL,C,8000,13.22,0,0.23,N,16
19659,36,35000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,7500,10.99,0,0.21,N,13
19660,28,43500,MORTGAGE,12.0,EDUCATION,B,4000,12.69,0,0.09,N,8
19661,28,64000,MORTGAGE,3.0,VENTURE,C,5000,13.23,0,0.08,Y,7
19662,32,44500,OWN,3.0,HOMEIMPROVEMENT,A,15000,7.51,0,0.34,N,5
19663,36,56650,MORTGAGE,16.0,VENTURE,C,12000,13.72,0,0.21,N,11
19664,27,21000,RENT,5.0,MEDICAL,B,4000,11.49,0,0.19,N,9
19665,27,37000,OWN,5.0,HOMEIMPROVEMENT,B,8000,10.99,0,0.22,N,10
19666,25,90000,MORTGAGE,0.0,EDUCATION,B,9000,12.69,0,0.1,N,3
19667,44,119000,RENT,0.0,DEBTCONSOLIDATION,A,5900,6.17,0,0.05,N,14
19668,33,46000,RENT,13.0,PERSONAL,C,5600,15.27,0,0.12,N,9
19669,22,80000,MORTGAGE,6.0,EDUCATION,B,16000,11.99,0,0.2,N,3
19670,22,24000,OWN,4.0,MEDICAL,C,4750,10.99,0,0.2,Y,4
19671,38,9732,RENT,9.0,EDUCATION,A,2200,9.63,1,0.23,N,17
19672,31,60000,MORTGAGE,16.0,VENTURE,A,8800,7.51,0,0.15,N,9
19673,22,26500,RENT,3.0,DEBTCONSOLIDATION,A,1900,7.29,1,0.07,N,3
19674,30,10200,OWN,4.0,HOMEIMPROVEMENT,B,5500,10.36,1,0.54,N,8
19675,35,72000,MORTGAGE,4.0,MEDICAL,B,15000,10.59,0,0.21,N,6
19676,28,46000,RENT,3.0,DEBTCONSOLIDATION,E,9000,17.56,1,0.2,Y,7
19677,23,56004,MORTGAGE,7.0,PERSONAL,B,15000,11.26,1,0.27,N,2
19678,32,61572,MORTGAGE,0.0,VENTURE,C,15000,13.57,0,0.24,N,7
19679,144,200000,MORTGAGE,4.0,EDUCATION,B,6000,11.86,0,0.03,N,2
19680,23,45240,RENT,4.0,VENTURE,A,3200,7.37,0,0.07,N,3
19681,26,55000,MORTGAGE,0.0,MEDICAL,B,12500,10.99,0,0.23,N,3
19682,22,185000,RENT,4.0,EDUCATION,B,25000,11.36,0,0.14,N,4
19683,22,82000,MORTGAGE,5.0,EDUCATION,B,20000,9.88,0,0.24,N,4
19684,23,39996,RENT,7.0,PERSONAL,B,2000,10.99,0,0.05,N,2
19685,28,51996,RENT,1.0,PERSONAL,C,5000,10.99,0,0.1,N,6
19686,27,55596,MORTGAGE,5.0,MEDICAL,A,2000,7.51,0,0.04,N,9
19687,22,29000,RENT,5.0,VENTURE,B,6000,10.25,0,0.21,N,2
19688,22,31000,RENT,7.0,MEDICAL,D,9250,14.11,1,0.3,N,4
19689,22,119000,RENT,2.0,DEBTCONSOLIDATION,B,12000,10.36,0,0.1,N,2
19690,24,19200,RENT,1.0,HOMEIMPROVEMENT,C,8000,13.61,1,0.42,Y,3
19691,20,85920,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,8.49,0,0.14,N,2
19692,34,56000,OWN,0.0,MEDICAL,B,5600,11.86,0,0.1,N,7
19693,23,40000,RENT,5.0,MEDICAL,A,6000,8.94,0,0.15,N,3
19694,22,41500,RENT,3.0,VENTURE,D,7000,15.7,1,0.17,Y,3
19695,21,38400,MORTGAGE,0.0,EDUCATION,A,4200,10.99,0,0.11,N,2
19696,24,29000,RENT,0.0,MEDICAL,D,12000,15.05,1,0.41,Y,2
19697,24,75000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,11500,5.42,0,0.15,N,2
19698,32,48000,RENT,3.0,DEBTCONSOLIDATION,C,9000,13.99,0,0.19,N,8
19699,26,62400,RENT,3.0,PERSONAL,B,2000,12.53,0,0.03,N,2
19700,26,45000,MORTGAGE,3.0,EDUCATION,C,4000,14.35,0,0.09,Y,2
19701,27,34000,OWN,7.0,EDUCATION,C,8000,12.53,0,0.24,N,10
19702,22,38000,RENT,5.0,EDUCATION,C,10000,13.49,0,0.26,Y,2
19703,25,88000,MORTGAGE,7.0,MEDICAL,B,11000,11.14,0,0.13,N,4
19704,22,23587,RENT,4.0,HOMEIMPROVEMENT,B,2000,11.89,1,0.08,N,4
19705,24,71000,RENT,8.0,VENTURE,B,11200,11.36,0,0.16,N,3
19706,23,45000,OWN,3.0,MEDICAL,A,7000,9.63,0,0.16,N,3
19707,22,70000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8400,6.99,0,0.12,N,4
19708,22,70000,RENT,1.0,MEDICAL,B,19000,8.88,0,0.27,N,4
19709,27,56400,RENT,1.0,VENTURE,B,9700,8.88,0,0.17,N,10
19710,41,39000,RENT,0.0,VENTURE,B,5000,10.99,0,0.13,N,15
19711,33,87895,MORTGAGE,4.0,DEBTCONSOLIDATION,A,2800,7.14,0,0.03,N,9
19712,42,32000,MORTGAGE,0.0,PERSONAL,B,10000,10.59,1,0.31,N,12
19713,26,40000,MORTGAGE,10.0,VENTURE,B,5200,10.08,0,0.13,N,3
19714,26,24000,RENT,1.0,HOMEIMPROVEMENT,B,3625,11.11,1,0.15,N,4
19715,24,48000,RENT,4.0,DEBTCONSOLIDATION,B,15200,11.48,1,0.32,N,3
19716,26,80000,RENT,0.0,HOMEIMPROVEMENT,A,8000,5.99,0,0.1,N,2
19717,21,45000,RENT,3.0,EDUCATION,B,10000,10.25,0,0.22,N,2
19718,28,41000,RENT,1.0,MEDICAL,B,9000,9.88,0,0.22,N,8
19719,24,54100,RENT,5.0,VENTURE,A,4500,7.14,0,0.08,N,2
19720,27,31200,RENT,4.0,MEDICAL,A,10000,8.0,1,0.32,N,9
19721,42,98603,MORTGAGE,19.0,MEDICAL,C,24250,14.22,1,0.21,N,14
19722,24,69996,RENT,9.0,DEBTCONSOLIDATION,B,11000,11.86,0,0.16,N,3
19723,34,65000,RENT,4.0,HOMEIMPROVEMENT,A,1300,6.54,0,0.02,N,7
19724,26,24500,RENT,4.0,EDUCATION,B,8875,10.0,1,0.36,N,3
19725,25,55000,RENT,0.0,MEDICAL,A,3000,6.39,0,0.05,N,4
19726,25,87999,RENT,5.0,PERSONAL,C,2400,14.79,1,0.03,Y,4
19727,32,59004,RENT,2.0,HOMEIMPROVEMENT,B,6000,11.49,0,0.1,N,8
19728,27,80000,RENT,3.0,DEBTCONSOLIDATION,B,7500,12.18,0,0.09,N,5
19729,26,75531,RENT,3.0,PERSONAL,D,15000,16.49,0,0.2,N,2
19730,32,86800,MORTGAGE,6.0,HOMEIMPROVEMENT,A,2800,7.88,0,0.03,N,9
19731,22,35000,RENT,3.0,DEBTCONSOLIDATION,A,5000,7.88,0,0.14,N,3
19732,26,69654,MORTGAGE,10.0,MEDICAL,C,7500,10.99,0,0.11,Y,3
19733,46,50000,RENT,0.0,MEDICAL,B,4350,10.99,0,0.09,N,15
19734,24,125000,RENT,9.0,HOMEIMPROVEMENT,B,19200,10.99,0,0.15,N,3
19735,24,64000,MORTGAGE,0.0,EDUCATION,A,12000,8.59,0,0.19,N,3
19736,30,57000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,4000,8.0,0,0.07,N,8
19737,41,61000,MORTGAGE,16.0,PERSONAL,B,8500,10.99,0,0.14,N,14
19738,27,15600,RENT,11.0,HOMEIMPROVEMENT,B,2800,10.65,1,0.18,N,5
19739,22,63000,RENT,5.0,EDUCATION,A,9225,5.99,0,0.15,N,4
19740,29,71000,OWN,13.0,MEDICAL,A,14000,7.14,0,0.2,N,5
19741,24,118000,RENT,5.0,HOMEIMPROVEMENT,A,7000,8.49,0,0.06,N,2
19742,29,104000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,18000,7.66,0,0.17,N,7
19743,28,61425,OWN,2.0,VENTURE,A,9000,5.99,0,0.15,N,7
19744,21,65004,MORTGAGE,5.0,MEDICAL,A,1500,7.88,0,0.02,N,4
19745,30,50000,RENT,4.0,PERSONAL,A,6000,5.79,0,0.12,N,7
19746,26,140000,MORTGAGE,10.0,VENTURE,B,24250,12.53,0,0.17,N,3
19747,27,64000,RENT,3.0,MEDICAL,B,18000,11.11,0,0.28,N,8
19748,32,19200,RENT,0.0,VENTURE,B,5000,9.99,1,0.26,N,6
19749,23,98000,MORTGAGE,3.0,VENTURE,A,10000,8.94,0,0.1,N,3
19750,23,87000,MORTGAGE,2.0,PERSONAL,D,25000,14.96,0,0.29,Y,2
19751,41,40000,MORTGAGE,5.0,MEDICAL,B,1500,10.36,0,0.04,N,16
19752,22,55000,RENT,3.0,MEDICAL,A,9600,8.9,0,0.17,N,4
19753,25,82000,RENT,1.0,EDUCATION,E,22000,17.51,1,0.27,N,2
19754,27,30069,RENT,0.0,DEBTCONSOLIDATION,D,2400,15.99,1,0.08,Y,9
19755,35,225000,MORTGAGE,17.0,VENTURE,A,5000,7.49,0,0.02,N,9
19756,24,48000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,5000,7.68,0,0.1,N,4
19757,27,83886,MORTGAGE,11.0,VENTURE,A,15000,6.03,0,0.18,N,6
19758,25,50000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4000,10.99,0,0.08,N,4
19759,23,52780,MORTGAGE,2.0,PERSONAL,A,8000,7.51,0,0.15,N,2
19760,34,148080,RENT,0.0,HOMEIMPROVEMENT,A,20000,8.9,0,0.14,N,6
19761,32,34000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4000,7.49,0,0.12,N,9
19762,27,51000,RENT,1.0,HOMEIMPROVEMENT,B,8400,10.71,0,0.16,N,5
19763,23,80000,MORTGAGE,3.0,EDUCATION,D,25000,10.99,0,0.31,Y,4
19764,24,50000,RENT,8.0,VENTURE,B,16000,10.62,1,0.32,N,2
19765,24,39000,RENT,4.0,EDUCATION,B,13000,10.75,1,0.33,N,4
19766,26,96000,MORTGAGE,4.0,HOMEIMPROVEMENT,E,20000,16.7,0,0.21,N,4
19767,32,95200,MORTGAGE,15.0,EDUCATION,A,15000,5.99,0,0.16,N,7
19768,23,90000,RENT,4.0,DEBTCONSOLIDATION,C,13000,12.73,0,0.14,N,2
19769,23,60000,RENT,3.0,VENTURE,D,10400,14.91,0,0.17,Y,4
19770,24,42000,MORTGAGE,4.0,VENTURE,B,1200,11.49,0,0.03,N,3
19771,23,58650,MORTGAGE,7.0,MEDICAL,A,5000,8.59,1,0.07,N,4
19772,23,78885,OWN,2.0,VENTURE,B,20000,12.42,0,0.25,N,3
19773,27,45600,MORTGAGE,6.0,DEBTCONSOLIDATION,A,3000,6.99,0,0.07,N,5
19774,22,33300,RENT,0.0,DEBTCONSOLIDATION,B,13250,10.99,1,0.4,N,4
19775,26,66504,MORTGAGE,10.0,EDUCATION,C,12000,12.53,0,0.18,N,3
